Iteration,StratumFileName,SecondaryStratumFileName,TertiaryStratumFileName,StateClassFileName,AgeFileName
,ic-ecoregion.tif,ic-states.tif,ic-land-managers.tif,ic-state-class-with-inland-doug-fir.tif,ic-age-cms-mask.tif
