"Time Step","Softwood Merchantable","Hardwood Merchantable","Softwood Submerchantable","Hardwood Submerchantable","Softwood Other","Hardwood Other","Softwood Foliage","Hardwood Foliage","Softwood Fine Roots","Hardwood Fine Roots","Softwood Coarse Roots","Hardwood Coarse Roots","Aboveground Very Fast DOM","Belowground Very Fast DOM","Aboveground Fast DOM","Belowground Fast DOM","Medium DOM","Aboveground Slow DOM","Belowground Slow DOM","Softwood Stem Snag","Softwood Branch Snag","Hardwood Stem Snag","Hardwood Branch Snag",
0,0,0,0,0,0,0,0,0,0,0,0,0,0.428148001432419,2.15127491950989,17.2414398193359,13.9435396194458,13.4898500442505,9.29860305786133,91.0622634887695,81.5294036865234,27.2892608642578,0,0,
1,0.00701431511,0,0,0,0.07352296263,0,0.2198969722,0,0.02822379209,0,0.03847261518,0,0.318647027015686,1.24119198322296,17.5398941040039,12.2459306716919,15.587908744812,10.1055526733398,91.2653961181641,77.6682434082031,23.0654373168945,0,0,
2,0.03721664846,0,0,0,0.4132878482,0,0.4547343552,0,0.0839092508,0,0.1170537844,0,0.265989124774933,0.724957168102264,17.4370136260986,10.7555379867554,17.4997501373291,10.8539142608643,91.3729095458984,73.9900283813477,19.4973697662354,0,0,
3,0.09874372929,0,0,0,0.9322367907,0,0.6899812818,0,0.1566732824,0,0.2253802419,0,0.259834289550781,0.439588189125061,17.045431137085,9.44743728637695,19.2369537353516,11.5468997955322,91.4179000854492,70.4862060546875,16.4856414794922,0,0,
4,0.1972217411,0,0,0,1.588629723,0,0.9221888781,0,0.2412418127,0,0.3599431515,0,0.29030841588974,0.289804130792618,16.453577041626,8.29967975616455,20.8104648590088,12.1881303787231,91.4209442138672,67.1486740112305,13.9456262588501,0,0,
5,0.3370821774,0,0,0,2.353658915,0,1.149730444,0,0.3337509632,0,0.5188336968,0,0.349085837602615,0.219904318451881,15.7307262420654,7.29296207427979,22.2306308746338,12.7814311981201,91.3951797485352,63.9697418212891,11.8054609298706,0,0,
6,0.5219615102,0,0,0,3.204816818,0,1.371706963,0,0.4311184585,0,0.700745225,0,0.429296761751175,0.197178423404694,14.930721282959,6.41031980514526,23.507230758667,13.3306865692139,91.349250793457,60.942081451416,10.0041656494141,0,0,
7,0.7548815608,0,0,0,4.12337923,0,1.587593198,0,0.5308250189,0,0.9045945406,0,0.525311410427094,0.202276781201363,14.0949363708496,5.63684272766113,24.6495094299316,13.8397426605225,91.2890167236328,58.0587310791016,8.4900074005127,0,0,
8,1.038344383,0,0,0,5.093208313,0,1.797084093,0,0.6308113933,0,1.129345894,0,0.632529437541962,0.223636463284492,13.2546968460083,4.95942687988281,25.6661987304688,14.3123292922974,91.2185821533203,55.3130798339844,7.21909618377686,0,0,
9,1.374385834,0,0,0,6.100099564,0,2.00001502,0,0.7294155359,0,1.373923659,0,0.747201859951019,0.254256844520569,12.4332513809204,4.36655521392822,26.5655517578125,14.7520036697388,91.1409225463867,52.6988296508789,6.15419435501099,0,0,
10,1.764608026,0,0,0,7.131402016,0,2.196316719,0,0.8253247142,0,1.637171984,0,0.866285264492035,0.2898328602314,11.6473817825317,3.84810209274292,27.3553638458252,15.1621160507202,91.0582656860352,50.2099952697754,5.26370143890381,0,0,
11,2.210199118,0,0,0,8.175775528,0,2.385986567,0,0.9175341725,0,1.917841196,0,0.98732453584671,0.327672064304352,10.9087266921997,3.39516448974609,28.0429954528809,15.5457887649536,90.9722900390625,47.8408813476563,4.52079677581787,0,0,
12,2.711945772,0,0,0,9.223035812,0,2.569070101,0,1.00530839,0,2.214591026,0,1.10835742950439,0.366063714027405,10.2248554229736,2.99991250038147,28.6354007720947,15.9058980941772,90.8842697143555,45.586067199707,3.90270972251892,0,0,
13,3.270243883,0,0,0,10.2640419,0,2.745648146,0,1.088143706,0,2.526001453,0,1.22783672809601,0.403908550739288,9.6001501083374,2.65545725822449,29.1391410827637,16.2450733184814,90.7952194213867,43.4403839111328,3.3901035785675,0,0,
14,3.885105133,0,0,0,11.2906208,0,2.91582799,0,1.165733337,0,2.85059166,0,1.34456479549408,0.440498918294907,9.03652191162109,2.35573601722717,29.5604133605957,16.5656967163086,90.705924987793,41.3989181518555,2.96655321121216,0,0,
