ScenarioID,ScenarioName,GCM,LUC,Iteration,Timestep,SecondaryStratumID,StockGroupID,Amount
134,Historical,Historical,Historical,1,2015,Idaho,Biomass: Total,717494008.0229996
134,Historical,Historical,Historical,1,2015,New Mexico,Biomass: Total,234136998.60637045
134,Historical,Historical,Historical,1,2015,California,Biomass: Total,1102636510.6213846
134,Historical,Historical,Historical,1,2015,Oregon,Biomass: Total,1286216876.959322
134,Historical,Historical,Historical,1,2015,Washington,Biomass: Total,1147680392.40342
134,Historical,Historical,Historical,1,2015,Utah,Biomass: Total,279051802.45432216
134,Historical,Historical,Historical,1,2015,Colorado,Biomass: Total,555596519.4107248
134,Historical,Historical,Historical,1,2015,Wyoming,Biomass: Total,262142294.77103436
134,Historical,Historical,Historical,1,2015,Nevada,Biomass: Total,102653232.63716145
134,Historical,Historical,Historical,1,2015,Montana,Biomass: Total,776837789.8439852
134,Historical,Historical,Historical,1,2015,Arizona,Biomass: Total,113225907.24754149
134,Historical,Historical,Historical,1,2016,Idaho,Biomass: Total,727205202.6976594
134,Historical,Historical,Historical,1,2016,New Mexico,Biomass: Total,235849641.24107736
134,Historical,Historical,Historical,1,2016,California,Biomass: Total,1118314555.5663702
134,Historical,Historical,Historical,1,2016,Oregon,Biomass: Total,1291193011.1070995
134,Historical,Historical,Historical,1,2016,Washington,Biomass: Total,1157288035.0160456
134,Historical,Historical,Historical,1,2016,Utah,Biomass: Total,282552204.3646806
134,Historical,Historical,Historical,1,2016,Colorado,Biomass: Total,557198891.8297645
134,Historical,Historical,Historical,1,2016,Wyoming,Biomass: Total,265246669.5088886
134,Historical,Historical,Historical,1,2016,Nevada,Biomass: Total,104512690.9483765
134,Historical,Historical,Historical,1,2016,Montana,Biomass: Total,792907992.9772009
134,Historical,Historical,Historical,1,2016,Arizona,Biomass: Total,113239675.82221965
134,Historical,Historical,Historical,1,2017,Idaho,Biomass: Total,737836510.5538371
134,Historical,Historical,Historical,1,2017,New Mexico,Biomass: Total,239281033.99890184
134,Historical,Historical,Historical,1,2017,California,Biomass: Total,1117775492.5734499
134,Historical,Historical,Historical,1,2017,Oregon,Biomass: Total,1282693372.5826876
134,Historical,Historical,Historical,1,2017,Washington,Biomass: Total,1161285994.4762504
134,Historical,Historical,Historical,1,2017,Utah,Biomass: Total,283241327.1357445
134,Historical,Historical,Historical,1,2017,Colorado,Biomass: Total,562624119.5704781
134,Historical,Historical,Historical,1,2017,Wyoming,Biomass: Total,269995467.1570281
134,Historical,Historical,Historical,1,2017,Nevada,Biomass: Total,106269952.86375587
134,Historical,Historical,Historical,1,2017,Montana,Biomass: Total,797943934.8542722
134,Historical,Historical,Historical,1,2017,Arizona,Biomass: Total,111157893.92352512
134,Historical,Historical,Historical,1,2018,Idaho,Biomass: Total,742299682.2632455
134,Historical,Historical,Historical,1,2018,New Mexico,Biomass: Total,240481965.00557175
134,Historical,Historical,Historical,1,2018,California,Biomass: Total,1085664163.5966187
134,Historical,Historical,Historical,1,2018,Oregon,Biomass: Total,1266970526.5797467
134,Historical,Historical,Historical,1,2018,Washington,Biomass: Total,1163828372.0039618
134,Historical,Historical,Historical,1,2018,Utah,Biomass: Total,280589814.65184724
134,Historical,Historical,Historical,1,2018,Colorado,Biomass: Total,558963915.208322
134,Historical,Historical,Historical,1,2018,Wyoming,Biomass: Total,271126508.1766975
134,Historical,Historical,Historical,1,2018,Nevada,Biomass: Total,105466775.08210501
134,Historical,Historical,Historical,1,2018,Montana,Biomass: Total,811067325.7266202
134,Historical,Historical,Historical,1,2018,Arizona,Biomass: Total,111096073.7931216
134,Historical,Historical,Historical,1,2019,Idaho,Biomass: Total,750608797.2570281
134,Historical,Historical,Historical,1,2019,New Mexico,Biomass: Total,244579018.44415447
134,Historical,Historical,Historical,1,2019,California,Biomass: Total,1098910490.839129
134,Historical,Historical,Historical,1,2019,Oregon,Biomass: Total,1266047551.4501617
134,Historical,Historical,Historical,1,2019,Washington,Biomass: Total,1164679519.741204
134,Historical,Historical,Historical,1,2019,Utah,Biomass: Total,289119004.3367385
134,Historical,Historical,Historical,1,2019,Colorado,Biomass: Total,569358946.2205795
134,Historical,Historical,Historical,1,2019,Wyoming,Biomass: Total,275625797.7564601
134,Historical,Historical,Historical,1,2019,Nevada,Biomass: Total,110208340.21734196
134,Historical,Historical,Historical,1,2019,Montana,Biomass: Total,825460655.77991
134,Historical,Historical,Historical,1,2019,Arizona,Biomass: Total,112759639.12894596
134,Historical,Historical,Historical,1,2020,Idaho,Biomass: Total,757763749.2825239
134,Historical,Historical,Historical,1,2020,New Mexico,Biomass: Total,241049051.1178631
134,Historical,Historical,Historical,1,2020,California,Biomass: Total,1016813274.4095861
134,Historical,Historical,Historical,1,2020,Oregon,Biomass: Total,1238031376.3879733
134,Historical,Historical,Historical,1,2020,Washington,Biomass: Total,1170447844.1434963
134,Historical,Historical,Historical,1,2020,Utah,Biomass: Total,280271739.43119544
134,Historical,Historical,Historical,1,2020,Colorado,Biomass: Total,558209176.4234793
134,Historical,Historical,Historical,1,2020,Wyoming,Biomass: Total,275676913.04786885
