ScenarioID,Iteration,Timestep,StockGroupID,Amount
155,1,2004,Biomass: Coarse Root [Type],2858411408.3721986
155,1,2004,Biomass: Fine Root [Type],488716436.4255614
155,1,2004,Biomass: Foliage [Type],928157351.7078503
155,1,2004,Biomass: Merchantable [Type],8442548578.8976555
155,1,2004,Biomass: Other Wood [Type],4543601054.378682
155,1,2004,DOM: Aboveground Fast [Type],1281126697.8111742
155,1,2004,DOM: Aboveground Medium [Type],1399404354.884931
155,1,2004,DOM: Aboveground Slow [Type],7081152460.305132
155,1,2004,DOM: Aboveground Very Fast [Type],870659106.405083
155,1,2004,DOM: Belowground Fast [Type],216770259.5202763
155,1,2004,DOM: Belowground Slow [Type],23562805144.12576
155,1,2004,DOM: Belowground Very Fast [Type],143694515.6776292
155,1,2004,DOM: Black Carbon [Type],0
155,1,2004,DOM: Snag Branch [Type],248487416.81403884
155,1,2004,DOM: Snag Stem [Type],787368142.0205292
155,1,2004,Forestry Sector [Type],0
155,1,2004,Atmosphere [Type],-825901515.4102522
155,1,2004,Black Carbon [Type],0
155,1,2004,Peat [Type],0
155,1,2004,Biomass: Aboveground,13914306984.98419
155,1,2004,Biomass: Belowground,3347127844.797759
155,1,2004,Biomass: Total,17261434829.781948
155,1,2004,DOM: Aboveground,1035855558.8345678
155,1,2004,DOM: Belowground,34555612538.72999
155,1,2004,DOM: Total,35591468097.564545
155,1,2004,Total Ecosystem,52852902927.34647
155,1,2004,DOM: Deadwood,2652030173.2397776
155,1,2004,DOM: Litter,2151785804.2162566
155,1,2004,DOM: Soil,30787652120.108517
155,1,2004,DOM: Standing Deadwood,1035855558.8345678
155,1,2004,DOM: Down Deadwood,1616174614.4052076
155,1,2005,Atmosphere: CH4 [Type],0
155,1,2005,Atmosphere: CO2 [Type],0
155,1,2005,Atmosphere: CO [Type],0
155,1,2005,Biomass: Coarse Root [Type],2909568443.2081175
155,1,2005,Biomass: Fine Root [Type],482019672.1961782
155,1,2005,Biomass: Foliage [Type],929734617.355152
155,1,2005,Biomass: Merchantable [Type],8624218471.447908
155,1,2005,Biomass: Other Wood [Type],4615621803.918526
155,1,2005,DOM: Aboveground Fast [Type],1260204108.9923642
155,1,2005,DOM: Aboveground Medium [Type],1372217309.010767
155,1,2005,DOM: Aboveground Slow [Type],7063481627.350964
155,1,2005,DOM: Aboveground Very Fast [Type],876189927.9554752
155,1,2005,DOM: Belowground Fast [Type],210057602.10654846
155,1,2005,DOM: Belowground Slow [Type],23561265106.08565
155,1,2005,DOM: Belowground Very Fast [Type],144340742.29875782
155,1,2005,DOM: Black Carbon [Type],0
155,1,2005,DOM: Snag Branch [Type],251814969.4418258
155,1,2005,DOM: Snag Stem [Type],798477702.9675694
155,1,2005,Forestry Sector [Type],0
155,1,2005,Atmosphere [Type],-1072210692.3995682
155,1,2005,Black Carbon [Type],0
155,1,2005,Peat [Type],0
155,1,2005,Biomass: Aboveground,14169574892.721601
155,1,2005,Biomass: Belowground,3391588115.404293
155,1,2005,Biomass: Total,17561163008.12588
155,1,2005,DOM: Aboveground,1050292672.4093962
155,1,2005,DOM: Belowground,34487756423.80048
155,1,2005,DOM: Total,35538049096.20986
155,1,2005,Total Ecosystem,53099212104.335815
155,1,2005,DOM: Deadwood,2632567583.526711
155,1,2005,DOM: Litter,2136394036.947838
155,1,2005,DOM: Soil,30769087475.735374
155,1,2005,DOM: Standing Deadwood,1050292672.4093962
155,1,2005,DOM: Down Deadwood,1582274911.1173153
155,1,2006,Atmosphere: CH4 [Type],0
155,1,2006,Atmosphere: CO2 [Type],0
155,1,2006,Atmosphere: CO [Type],0
155,1,2006,Biomass: Coarse Root [Type],2960927972.8196015
155,1,2006,Biomass: Fine Root [Type],483930994.18045145
155,1,2006,Biomass: Foliage [Type],946057632.8536744
155,1,2006,Biomass: Merchantable [Type],8808174827.609077
155,1,2006,Biomass: Other Wood [Type],4686488507.778035
155,1,2006,DOM: Aboveground Fast [Type],1240929777.4695446
155,1,2006,DOM: Aboveground Medium [Type],1345807821.808707
155,1,2006,DOM: Aboveground Slow [Type],7043942072.530565
155,1,2006,DOM: Aboveground Very Fast [Type],859511878.0499593
155,1,2006,DOM: Belowground Fast [Type],203984861.90018308
155,1,2006,DOM: Belowground Slow [Type],23561374322.300495
155,1,2006,DOM: Belowground Very Fast [Type],141090959.23306292
155,1,2006,DOM: Black Carbon [Type],0
155,1,2006,DOM: Snag Branch [Type],254421004.16111138
